eps0,F,p_star,W_star,regime,n_local_maxima,n_thresholds,p_bar_low,p_bar_high
0.43728813559322033,0.9423728813559322,2.881,-1.7817323352423402,AT_KINK,2,1,2.8846403363917155,
0.43728813559322033,0.9754237288135593,2.917,-1.7809801189773087,AT_KINK,2,1,2.9206469432186593,
0.43728813559322033,1.0084745762711864,2.953,-1.7803023738768464,AT_KINK,2,1,2.957005242760965,
0.43728813559322033,1.0415254237288136,2.9935,-1.7796257969282698,AT_KINK,2,1,2.9937164446734483,
0.43728813559322033,1.0745762711864406,3.0294999999999996,-1.7790980802497756,AT_KINK,2,1,3.030781735462302,
0.43728813559322033,1.1076271186440678,3.0654999999999997,-1.778637322479114,AT_KINK,2,1,3.068202278579187,
0.43728813559322033,1.140677966101695,3.1014999999999997,-1.7782413275948488,AT_KINK,2,1,3.105979214521529,
0.43728813559322033,1.173728813559322,3.142,-1.7778706286307195,AT_KINK,2,1,3.14411366094596,
0.43728813559322033,1.2067796610169492,3.1824999999999997,-1.777576369587782,AT_KINK,2,1,3.1826067127873916,
0.43728813559322033,1.2398305084745762,3.2184999999999997,-1.7773767651639547,AT_KINK,2,1,3.221459442388464,
0.43728813559322033,1.2728813559322034,3.259,-1.7772195348824846,AT_KINK,2,1,3.2606728996341667,
0.43728813559322033,1.3059322033898306,3.2994999999999997,-1.7771311801175975,AT_KINK,2,1,3.3002481120983465,
0.43728813559322033,1.3389830508474576,3.3354999999999997,-1.7771085260545578,AT_KINK,2,1,3.3401860851953367,
0.43728813559322033,1.3720338983050848,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.3804878023369733,
0.43728813559322033,1.4050847457627118,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.421154225100344,
0.43728813559322033,1.438135593220339,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.462186293399936,
0.43728813559322033,1.4711864406779662,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.5035849256639358,
0.43728813559322033,1.5042372881355932,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.545351019020971,
0.43728813559322033,1.5372881355932204,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.587485449488087,
0.43728813559322033,1.5703389830508474,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.6299890721663246,
0.43728813559322033,1.6033898305084746,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.672862721441204,
0.43728813559322033,1.6364406779661016,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.7161072111853195,
0.43728813559322033,1.6694915254237288,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.7597233349694403,
0.43728813559322033,1.702542372881356,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.8037118662735145,
0.43728813559322033,1.735593220338983,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.848073558704482,
0.43728813559322033,1.7686440677966102,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.8928091462156456,
0.43728813559322033,1.8016949152542372,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.937919343330356,
0.43728813559322033,1.8347457627118644,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,3.9834048453680686,
0.43728813559322033,1.8677966101694916,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,4.02926632867338,
0.43728813559322033,1.9008474576271186,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,4.075504450847336,
0.43728813559322033,1.9338983050847458,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,4.122119850981101,
0.43728813559322033,1.9669491525423728,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,4.169113149891306,
0.43728813559322033,2.0,3.3354999999999997,-1.7771085260545578,INTERIOR_GENERIC,2,1,4.216484950357641,
0.4830508474576271,0.05,2.035,-1.9932124608261947,AT_KINK,2,1,2.0394368462572317,
0.4830508474576271,0.08305084745762711,2.062,-1.9901075241336146,AT_KINK,2,1,2.0659147111918053,
0.4830508474576271,0.11610169491525424,2.089,-1.987126296706414,AT_KINK,2,1,2.0927217227593014,
0.4830508474576271,0.14915254237288134,2.1159999999999997,-1.9842644501663913,AT_KINK,2,1,2.1198606599828054,
0.4830508474576271,0.1822033898305085,2.143,-1.9815178541261953,AT_KINK,2,1,2.1473342930409127,
0.4830508474576271,0.21525423728813559,2.1745,-1.9784539044716394,AT_KINK,2,1,2.17514538269667,
